39.282663,-76.565148,720
39.282663,-76.565148,5
39.28271,-76.564925,10
39.282006,-76.564858,10
39.282033,-76.564129,10
39.281974,-76.564053,90
39.281974,-76.564053,10
39.281991,-76.565247,15
39.282694,-76.565278,5
39.282663,-76.565148,565
39.282663,-76.565148,720
39.282663,-76.565148,10
39.282694,-76.565278,25
39.281974,-76.564053,90
39.281974,-76.564053,10
39.281991,-76.565247,15
39.282694,-76.565278,5
39.282663,-76.565148,565
39.282663,-76.565148,720
39.282663,-76.565148,5
39.28271,-76.564925,8
39.282006,-76.564858,12
39.282033,-76.564129,10
39.281974,-76.564053,90
39.281974,-76.564053,10
39.281991,-76.565247,15
39.282694,-76.565278,5
39.282663,-76.565148,565
39.282663,-76.565148,720
39.282663,-76.565148,5
39.28271,-76.564925,10
39.282006,-76.564858,10
39.282033,-76.564129,10
39.281974,-76.564053,90
39.281974,-76.564053,10
39.281991,-76.565247,15
39.282694,-76.565278,5
39.282663,-76.565148,565
39.282663,-76.565148,720
39.282663,-76.565148,5
39.28271,-76.564925,10
39.282006,-76.564858,10
39.282033,-76.564129,10
39.281974,-76.564053,90
39.281974,-76.564053,10
39.281991,-76.565247,15
39.282694,-76.565278,5
39.282663,-76.565148,565
39.282663,-76.565148,720
39.282663,-76.565148,10
39.282694,-76.565278,25
39.281974,-76.564053,90
39.281974,-76.564053,10
39.281991,-76.565247,15
39.282694,-76.565278,5
39.282663,-76.565148,565
39.282663,-76.565148,720
39.282663,-76.565148,5
39.28271,-76.564925,10
39.282006,-76.564858,10
39.282033,-76.564129,10
39.281974,-76.564053,90
39.281974,-76.564053,10
39.281991,-76.565247,15
39.282694,-76.565278,5
39.282663,-76.565148,565
